DEPT,RILD,RILM,GR,SP,FRES,TMP
F,,,,,OHMM,DEGF
6.0,62.639,90.139,53.38,-204.99,nan,nan
6.5,67.639,191.25,49.778,-203.99,nan,nan
7.0,68.188,188.6,49.771,-204.32,nan,nan
7.5,68.173,203.31,50.035,-204.22,nan,nan
8.0,70.051,193.73,52.19,-203.95,nan,nan
8.5,70.734,99.861,52.161,-203.68,nan,nan
9.0,70.73,191.25,52.798,-203.41,nan,nan
9.5,70.111,130.83,52.895,-203.48,nan,nan
10.0,68.808,94.028,52.502,-203.71,nan,nan
10.5,67.653,182.65,52.554,-203.88,nan,nan
11.0,70.005,233.64,53.519,-203.88,nan,nan
11.5,74.482,276.24,55.948,-203.88,nan,nan
12.0,74.037,244.47,58.337,-203.88,nan,nan
12.5,72.422,203.27,59.579,-203.83,nan,nan
13.0,69.907,79.067,57.13,-203.39,nan,nan
13.5,65.926,59.758,54.617,-203.26,nan,nan
14.0,64.324,57.491,55.25,-202.97,nan,nan
14.5,65.131,61.499,58.932,-203.06,nan,nan
15.0,65.487,54.759,62.955,-201.32,nan,nan
15.5,66.204,52.881,62.855,-202.07,nan,nan
16.0,65.838,53.87,60.314,-197.7,nan,nan
16.5,64.88,55.273,57.849,-196.61,nan,nan
17.0,63.928,54.953,57.311,-197.2,nan,nan
17.5,62.977,53.483,57.698,-194.53,nan,nan
18.0,62.026,51.32,56.573,-195.2,nan,nan
18.5,61.083,51.766,54.514,-195.93,nan,nan
19.0,61.171,50.136,53.792,-196.12,nan,nan
19.5,61.978,49.443,53.796,-196.29,nan,nan
20.0,62.537,47.874,53.932,-195.55,nan,nan
20.5,63.623,47.896,54.442,-195.26,nan,nan
21.0,63.964,48.716,56.38,-197.23,nan,nan
21.5,63.201,57.944,56.676,-199.19,nan,nan
22.0,61.789,60.05,54.172,-201.76,nan,nan
22.5,60.517,55.609,52.071,-204.44,nan,nan
23.0,61.276,59.816,53.46,-204.47,nan,nan
23.5,61.029,64.5,55.826,-204.52,nan,nan
24.0,61.944,65.143,55.868,-204.57,nan,nan
24.5,62.837,69.706,54.322,-204.62,nan,nan
25.0,63.725,73.812,56.373,-204.66,nan,nan
25.5,64.031,75.94,58.866,-204.71,nan,nan
26.0,64.009,74.099,58.274,-204.76,nan,nan
26.5,65.234,77.355,54.607,-204.81,nan,nan
27.0,64.376,86.888,51.083,-204.86,nan,nan
27.5,63.246,74.98,49.748,-204.91,nan,nan
28.0,63.878,131.57,52.215,-204.96,nan,nan
28.5,64.498,214.9,56.567,-205.01,nan,nan
29.0,65.916,221.25,58.551,-205.06,nan,nan
29.5,67.375,206.56,56.502,-205.11,nan,nan
30.0,68.892,223.8,53.25,-205.16,nan,nan
30.5,67.089,206.97,51.546,-205.21,nan,nan
31.0,65.839,106.67,50.611,-205.25,nan,nan
31.5,66.554,102.61,50.582,-205.3,nan,nan
32.0,67.899,212.38,49.218,-205.35,nan,nan
32.5,69.256,218.75,48.385,-205.4,nan,nan
33.0,68.409,193.34,49.544,-205.45,nan,nan
33.5,66.946,194.79,49.885,-205.5,nan,nan
34.0,64.998,89.262,46.362,-205.52,nan,nan
34.5,63.348,91.119,41.453,-205.39,nan,nan
35.0,62.025,82.145,40.362,-205.26,nan,nan
35.5,62.43,79.354,42.148,-205.14,nan,nan
36.0,64.492,78.093,43.359,-205.02,nan,nan
36.5,63.997,77.152,41.031,-202.1,nan,nan
37.0,64.021,76.108,38.824,-193.96,nan,nan
37.5,64.56,82.581,37.761,-180.8,nan,nan
38.0,63.467,72.358,39.502,-175.19,nan,nan
38.5,62.276,68.889,42.861,-169.67,nan,nan
39.0,61.092,69.086,45.044,-169.8,nan,nan
39.5,60.334,68.69,45.564,-170.21,nan,nan
40.0,59.629,71.537,42.985,-173.18,nan,nan
40.5,57.928,72.01,39.738,-182.93,nan,nan
41.0,54.911,63.0,37.863,-192.27,nan,nan
41.5,52.016,58.866,39.395,-192.38,nan,nan
42.0,51.561,51.944,44.624,-184.44,nan,nan
42.5,52.551,48.362,47.81,-168.9,nan,nan
43.0,53.36,42.472,45.786,-160.65,nan,nan
43.5,47.548,34.207,42.597,-168.51,nan,nan
44.0,39.789,25.163,40.268,-162.98,nan,nan
44.5,34.385,24.096,39.806,-185.69,nan,nan
45.0,33.986,24.761,39.247,-186.98,nan,nan
45.5,32.665,23.542,39.821,-192.68,nan,nan
46.0,31.311,21.829,38.652,-191.47,nan,nan
46.5,30.318,22.108,36.793,-194.52,nan,nan
47.0,29.639,22.098,37.114,-196.98,nan,nan
47.5,28.93,20.452,38.32,-194.42,nan,nan
48.0,28.062,19.055,37.694,-191.29,nan,nan
48.5,27.281,18.184,37.31,-191.39,nan,nan
49.0,25.901,16.568,39.007,-203.12,nan,nan
49.5,23.619,14.893,45.935,-204.56,nan,nan
50.0,21.671,14.397,53.152,-204.71,nan,nan
50.5,21.023,14.154,55.875,-204.87,nan,nan
51.0,20.376,13.738,56.69,-204.95,nan,nan
51.5,19.727,13.156,55.539,-204.78,nan,nan
52.0,19.078,12.626,54.732,-204.64,nan,nan
52.5,18.463,12.37,54.637,-204.23,nan,nan
53.0,18.096,12.594,54.527,-175.81,nan,nan
53.5,17.745,12.829,52.365,-103.23,nan,nan
54.0,17.755,12.948,49.521,16.644,nan,nan
54.5,17.925,13.144,46.724,35.134,nan,nan
55.0,18.096,13.582,43.111,38.728,nan,nan
55.5,17.957,14.025,38.243,35.612,nan,nan
56.0,17.365,14.09,34.223,28.728,nan,nan
56.5,16.144,13.488,35.182,-10.426,nan,nan
57.0,14.878,12.1,36.348,-94.786,nan,nan
57.5,13.611,10.452,39.104,-136.35,nan,nan
58.0,12.344,8.8667,43.994,-127.02,nan,nan
58.5,11.078,7.2841,50.187,-125.09,nan,nan
59.0,9.857,6.4332,56.485,-108.97,nan,nan
59.5,9.2081,5.9633,59.464,-38.635,nan,nan
60.0,8.4619,5.9715,70.132,36.493,nan,nan
60.5,8.0556,5.9722,70.682,37.574,nan,nan
61.0,7.6529,5.9971,67.324,39.249,nan,nan
61.5,7.7508,6.1443,67.506,40.441,nan,nan
62.0,7.8691,6.2885,68.167,40.435,nan,nan
62.5,7.9881,6.4338,70.123,41.518,nan,nan
63.0,8.1073,6.4367,70.835,41.19,nan,nan
63.5,8.2229,6.1657,70.094,41.446,nan,nan
64.0,8.3298,5.892,67.365,40.003,nan,nan
64.5,8.4366,5.7436,65.918,41.055,nan,nan
65.0,8.5435,5.9368,66.876,40.074,nan,nan
65.5,8.6514,6.1206,67.75,37.33,nan,nan
66.0,8.7715,6.4822,66.879,38.541,nan,nan
66.5,9.4312,7.171,65.556,41.126,nan,nan
67.0,10.21,8.0687,60.496,43.881,nan,nan
67.5,11.249,9.3455,55.464,45.599,nan,nan
68.0,12.295,10.004,51.827,45.91,nan,nan
68.5,12.911,9.4692,52.602,45.019,nan,nan
69.0,12.917,8.9408,55.188,43.781,nan,nan
69.5,12.806,8.5622,56.801,41.518,nan,nan
70.0,12.638,8.2846,56.722,41.551,nan,nan
70.5,12.464,8.4365,55.931,40.804,nan,nan
71.0,12.659,8.3793,57.917,39.582,nan,nan
71.5,12.876,8.9338,60.296,41.149,nan,nan
72.0,13.189,9.6305,60.208,41.461,nan,nan
72.5,14.292,10.324,56.644,41.327,nan,nan
73.0,15.5,10.987,56.95,41.196,nan,nan
73.5,14.967,10.984,60.202,41.064,nan,nan
74.0,14.055,10.37,65.775,41.9,6.98,63.081
74.5,13.143,9.6761,68.807,43.803,6.975,62.923
75.0,12.234,8.9815,64.607,48.482,6.969,62.9
75.5,11.384,8.2868,58.18,52.706,6.964,62.909
76.0,10.597,7.5905,55.77,52.923,6.959,62.918
76.5,9.8086,6.9903,57.323,53.141,6.954,62.928
77.0,9.0201,6.5092,59.488,53.366,6.949,62.937
77.5,8.2356,6.211,59.312,53.594,6.944,62.947
78.0,8.0187,6.0887,58.025,53.54,6.939,62.956
78.5,8.1943,5.9808,57.268,52.947,6.934,62.966
79.0,8.3677,6.3016,55.696,52.801,6.929,62.975
79.5,8.6481,6.629,54.334,53.297,6.924,62.985
80.0,9.0846,7.2964,54.852,53.798,6.919,62.994
80.5,9.5063,8.321,57.525,54.31,6.913,63.003
81.0,10.988,9.9439,55.945,55.497,6.908,63.012
81.5,12.607,11.642,50.437,56.554,6.911,63.021
82.0,13.815,13.346,45.02,56.752,6.915,63.03
82.5,14.552,14.549,43.789,56.959,6.919,63.039
83.0,15.164,14.404,45.571,56.782,6.922,63.048
83.5,15.265,13.306,47.551,56.229,6.926,63.057
84.0,15.366,12.39,49.067,55.897,6.929,63.066
84.5,15.09,11.53,52.494,55.784,6.933,63.075
85.0,14.475,10.587,54.152,55.671,6.936,63.084
85.5,13.957,10.136,52.585,55.558,6.94,63.093
86.0,13.788,10.255,49.113,55.45,6.944,63.066
86.5,14.05,11.024,43.066,55.786,6.947,63.028
87.0,15.592,12.576,36.343,56.415,6.951,62.989
87.5,17.228,14.553,34.681,57.042,6.954,62.95
88.0,20.067,17.916,38.884,56.695,6.958,62.912
88.5,24.816,21.076,47.218,56.316,6.962,62.873
89.0,26.577,20.999,54.333,55.935,6.965,62.834
89.5,27.114,22.553,57.996,55.561,6.969,62.796
90.0,27.234,25.269,58.31,55.68,6.972,62.757
90.5,29.646,29.205,59.517,54.947,6.976,62.718
91.0,32.04,34.648,60.107,56.541,6.979,62.68
91.5,33.658,45.887,56.308,56.205,6.983,62.641
92.0,34.834,51.858,52.204,56.898,6.987,62.602
92.5,35.901,55.659,50.933,58.046,6.99,62.589
93.0,35.199,57.797,52.137,59.24,6.994,62.582
93.5,37.357,54.806,52.377,59.283,6.997,62.574
94.0,40.488,59.602,48.926,58.958,7.001,62.567
94.5,43.637,69.386,45.061,58.009,7.001,62.559
95.0,44.66,67.119,41.699,58.007,7.001,62.552
95.5,45.39,73.028,40.69,58.673,7.001,62.544
96.0,45.829,67.915,42.893,59.836,7.001,62.537
96.5,44.935,66.838,44.823,60.048,7.001,62.529
97.0,45.114,74.688,46.315,60.393,7.001,62.522
97.5,46.234,92.329,48.616,60.388,7.001,62.521
98.0,46.228,83.165,51.344,60.388,7.001,62.52
98.5,46.024,69.683,49.387,60.388,7.001,62.519
99.0,48.496,67.565,44.695,60.388,7.001,62.519
99.5,51.019,86.043,43.593,60.388,7.001,62.518
100.0,51.118,81.454,44.691,60.388,7.001,62.518
100.5,48.5,74.434,45.053,60.516,7.001,62.517
101.0,48.557,77.888,43.866,60.654,7.001,62.517
101.5,48.738,82.663,43.428,60.792,7.001,62.516
102.0,46.568,86.165,44.723,60.941,7.001,62.516
102.5,44.024,89.858,47.213,60.317,7.001,62.515
103.0,42.392,72.07,45.906,59.632,7.001,62.514
103.5,44.129,71.128,43.311,59.281,7.001,62.514
104.0,45.258,72.529,40.376,59.28,7.001,62.513
104.5,45.719,71.561,38.918,59.28,7.001,62.513
105.0,48.2,72.684,37.403,59.275,7.001,62.512
105.5,48.117,68.31,39.867,59.027,7.001,62.512
106.0,46.72,69.605,45.184,58.774,7.001,62.511
106.5,46.724,72.267,50.294,58.522,7.001,62.51
107.0,47.762,73.161,47.766,58.269,7.001,62.51
107.5,48.512,64.196,43.3,58.016,7.001,62.509
108.0,46.394,63.147,43.168,57.763,7.001,62.509
108.5,44.924,62.373,44.355,57.539,7.001,62.508
109.0,48.036,61.419,44.295,57.35,7.001,62.508
109.5,49.922,66.645,43.736,57.162,7.001,62.507
110.0,50.039,69.453,42.887,56.974,7.001,62.507
110.5,47.116,67.429,43.95,56.786,7.001,62.506
111.0,44.836,67.642,44.511,56.599,7.001,62.505
111.5,44.732,63.536,44.618,56.598,7.001,62.505
112.0,44.063,59.429,44.181,56.764,7.001,62.504
112.5,41.131,57.971,45.205,56.931,7.001,62.504
113.0,38.701,59.897,46.125,57.188,7.001,62.503
113.5,36.971,52.962,44.703,57.334,7.001,62.503
114.0,35.422,48.295,43.311,56.965,7.001,62.502
114.5,35.631,49.011,41.897,56.802,7.001,62.503
115.0,36.844,50.315,42.715,56.639,7.001,62.504
115.5,38.314,50.963,45.295,56.475,7.001,62.505
116.0,40.016,52.16,47.194,56.312,7.001,62.505
116.5,41.181,49.649,47.216,56.149,7.001,62.506
117.0,40.896,52.176,48.173,55.985,7.001,62.507
117.5,40.612,51.533,50.123,55.822,7.001,62.508
118.0,40.331,48.462,48.889,55.658,7.001,62.509
118.5,40.058,49.77,44.603,55.495,7.001,62.51
119.0,39.161,48.278,40.583,55.332,7.001,62.511
119.5,37.067,47.747,39.945,55.168,7.001,62.512
120.0,36.445,46.481,41.573,55.005,7.0,62.513
120.5,36.027,48.002,43.196,54.841,7.0,62.514
121.0,35.611,51.173,44.225,54.678,7.0,62.515
121.5,35.194,47.31,46.07,54.515,7.0,62.516
122.0,34.798,43.441,47.059,54.351,6.999,62.517
122.5,35.154,45.324,47.819,54.188,6.999,62.518
123.0,35.942,46.451,45.303,54.024,6.999,62.518
123.5,35.142,46.865,43.365,53.861,6.998,62.519
124.0,34.486,46.453,41.446,53.698,6.998,62.52
124.5,33.815,45.536,41.455,53.534,6.998,62.521
125.0,34.658,44.624,42.173,53.371,6.998,62.522
125.5,35.341,44.316,43.396,53.209,6.997,62.523
126.0,35.038,42.159,42.103,52.999,6.997,62.524
126.5,35.056,42.978,41.551,52.783,6.997,62.525
127.0,35.791,43.054,43.818,52.567,6.997,62.526
127.5,36.501,42.821,48.247,52.352,6.996,62.527
128.0,36.039,42.107,49.855,52.136,6.996,62.528
128.5,37.446,42.521,49.793,51.92,6.996,62.529
129.0,36.627,41.458,50.888,51.705,6.996,62.53
129.5,34.397,40.395,51.835,51.489,6.995,62.531
130.0,32.742,39.608,51.292,51.273,6.995,62.531
130.5,32.227,40.102,50.918,51.06,6.995,62.532
131.0,33.127,38.75,52.32,51.131,6.995,62.533
131.5,32.416,37.395,54.159,51.407,6.994,62.534
132.0,32.18,37.735,54.987,51.682,6.994,62.535
132.5,32.28,36.854,52.682,51.959,6.994,62.536
133.0,31.58,36.585,46.963,52.445,6.993,62.537
133.5,31.388,35.519,41.035,53.096,6.993,62.538
134.0,31.651,34.623,38.836,53.73,6.993,62.539
134.5,31.472,36.544,40.74,53.767,6.993,62.54
135.0,31.123,38.458,45.039,53.796,6.992,62.541
135.5,32.783,35.425,47.936,53.824,6.992,62.542
136.0,31.569,35.897,48.356,53.851,6.992,62.543
136.5,31.572,36.609,46.375,53.879,6.992,62.544
137.0,32.702,34.857,45.204,53.907,6.991,62.544
137.5,32.416,34.282,46.392,53.935,6.991,62.545
138.0,32.773,32.206,47.631,53.963,6.991,62.546
138.5,34.212,32.12,48.131,53.991,6.991,62.547
139.0,32.748,32.507,47.857,54.018,6.99,62.548
139.5,30.211,30.913,49.517,54.046,6.99,62.549
140.0,27.931,28.3,51.596,54.074,6.99,62.55
140.5,26.524,25.692,53.651,54.102,6.99,62.551
141.0,25.099,24.092,56.34,54.13,6.989,62.552
141.5,25.022,25.177,59.099,54.158,6.989,62.553
142.0,25.223,26.487,58.678,54.186,6.989,62.554
142.5,25.426,25.447,57.244,54.213,6.988,62.555
143.0,25.627,25.903,57.879,54.241,6.988,62.556
143.5,25.398,25.061,60.351,54.269,6.988,62.557
144.0,24.936,24.314,63.865,54.323,6.988,62.557
144.5,25.053,26.513,66.389,54.586,6.987,62.56
145.0,25.294,26.82,70.007,54.843,6.987,62.565
145.5,25.535,26.91,72.071,54.88,6.987,62.569
146.0,25.658,26.998,69.315,54.912,6.987,62.574
146.5,25.547,27.121,60.961,54.945,6.986,62.578
147.0,25.422,29.148,54.344,54.977,6.986,62.583
147.5,26.579,29.03,52.239,55.009,6.986,62.588
148.0,28.343,27.595,56.047,55.042,6.986,62.592
148.5,30.418,27.357,60.31,55.074,6.985,62.598
149.0,31.94,27.363,62.986,55.106,6.985,62.605
149.5,30.913,27.367,63.275,55.139,6.985,62.612
150.0,29.894,26.078,65.245,55.171,6.984,62.619
150.5,29.699,24.336,70.47,55.203,6.984,62.625
151.0,29.66,24.101,75.363,55.236,6.984,62.632
151.5,29.844,24.943,79.066,55.268,6.984,62.639
152.0,28.816,23.456,82.914,55.3,6.983,62.646
152.5,28.245,23.787,86.988,55.333,6.983,62.653
153.0,28.347,23.538,85.93,55.364,6.983,62.66
153.5,28.445,23.129,84.559,55.388,6.983,62.667
154.0,29.276,23.993,84.471,56.002,6.982,62.674
154.5,29.581,23.128,86.165,56.694,6.982,62.681
155.0,29.651,22.41,86.432,57.062,6.98,62.687
155.5,29.528,22.154,84.429,57.064,6.977,62.694
156.0,29.098,20.592,82.114,57.063,6.974,62.701
156.5,29.174,21.421,76.784,57.272,6.971,62.708
157.0,29.655,22.612,75.877,57.785,6.968,62.715
157.5,30.695,22.381,76.512,58.282,6.965,62.722
158.0,32.784,23.137,82.002,58.781,6.961,62.729
158.5,34.861,23.342,85.552,59.27,6.958,62.736
159.0,36.773,23.66,87.681,59.279,6.955,62.742
159.5,36.063,25.417,89.67,59.28,6.952,62.749
160.0,35.393,27.127,92.139,59.283,6.949,62.756
160.5,35.362,29.727,96.545,59.003,6.946,62.763
161.0,36.227,32.672,97.47,58.657,6.943,62.77
161.5,35.66,31.248,96.091,58.313,6.939,62.777
162.0,35.193,31.669,89.863,58.309,6.936,62.784
162.5,36.7,34.497,85.621,58.541,6.933,62.791
163.0,36.911,33.225,82.456,58.704,6.93,62.798
163.5,36.609,31.83,79.231,58.56,6.927,62.804
164.0,35.819,28.444,75.654,58.421,6.924,62.811
164.5,35.087,25.926,73.823,58.282,6.921,62.818
165.0,35.849,26.301,71.48,58.081,6.917,62.825
165.5,35.314,24.994,69.775,57.554,6.914,62.832
166.0,34.873,25.366,71.381,57.111,6.911,62.839
166.5,35.179,25.06,73.822,57.402,6.908,62.846
167.0,35.63,25.191,74.803,57.057,6.905,62.853
167.5,36.86,26.304,76.321,56.719,6.902,62.859
168.0,36.508,27.133,76.152,56.382,6.899,62.866
168.5,35.072,24.72,74.248,56.045,6.895,62.873
169.0,33.324,26.142,72.022,55.87,6.892,62.88
169.5,31.247,28.04,73.423,55.755,6.889,62.887
170.0,29.612,25.073,73.129,55.639,6.886,62.894
170.5,28.867,25.902,69.526,55.523,6.883,62.901
171.0,28.969,26.608,63.521,55.407,6.88,62.908
171.5,30.017,27.123,60.919,55.291,6.877,62.914
172.0,29.874,27.636,63.116,55.175,6.873,62.921
172.5,30.577,24.328,66.937,55.059,6.87,62.928
173.0,30.452,24.941,69.67,54.943,6.867,62.935
173.5,29.043,27.227,70.153,54.723,6.864,62.942
174.0,29.299,25.816,67.278,54.549,6.861,62.949
174.5,30.711,26.717,63.113,55.042,6.858,62.956
175.0,32.96,26.668,60.078,55.403,6.855,62.963
175.5,34.303,26.208,60.864,55.402,6.851,62.971
176.0,33.585,26.774,62.386,55.401,6.848,62.982
176.5,31.441,23.957,63.005,55.5,6.845,62.992
177.0,29.287,20.946,63.942,55.967,6.842,63.003
177.5,27.134,17.688,67.065,56.432,6.839,63.013
178.0,25.352,15.25,71.381,57.165,6.836,63.024
178.5,24.932,13.174,74.469,57.95,6.834,63.034
179.0,23.228,12.022,75.483,58.175,6.834,63.045
179.5,21.528,10.62,74.678,58.172,6.834,63.055
180.0,19.836,10.412,74.571,58.167,6.834,63.066
180.5,19.331,11.246,74.457,56.88,6.834,63.076
181.0,19.896,12.5,72.319,55.446,6.834,63.087
181.5,20.986,13.762,66.667,54.561,6.834,63.097
182.0,22.446,15.538,60.492,53.655,6.834,63.108
182.5,25.132,17.793,59.806,52.744,6.834,63.118
183.0,27.221,19.885,63.054,52.477,6.834,63.128
183.5,29.179,20.859,64.269,51.999,6.834,63.139
184.0,30.569,21.792,60.387,51.405,6.834,63.149
184.5,32.088,22.726,55.493,50.814,6.834,63.16
185.0,31.928,23.361,56.233,50.094,6.834,63.17
185.5,30.995,22.641,58.714,49.138,6.834,63.181
186.0,30.422,21.944,58.813,48.178,6.834,63.191
186.5,30.695,21.247,54.624,47.219,6.834,63.202
187.0,29.935,20.415,51.734,46.261,6.849,63.212
187.5,28.892,19.56,54.757,45.415,6.874,63.223
188.0,28.307,18.03,58.717,45.428,6.899,63.255
188.5,28.65,17.104,61.523,45.429,6.924,63.294
189.0,29.25,17.233,65.749,45.432,6.949,63.332
189.5,27.713,17.28,70.531,45.436,6.975,63.371
190.0,26.476,16.584,72.998,44.1,7.0,63.409
190.5,25.409,16.811,73.526,43.548,7.025,63.448
191.0,25.442,16.62,71.671,44.361,7.05,63.486
191.5,25.873,15.985,66.738,44.664,7.075,63.525
192.0,25.492,15.973,58.517,44.959,7.495,63.564
192.5,25.141,15.972,52.509,45.256,8.174,63.647
193.0,25.487,16.079,51.483,44.746,8.853,63.754
193.5,26.944,16.706,55.362,43.027,9.454,63.861
194.0,28.77,18.062,55.796,41.3,9.743,63.968
194.5,30.347,18.955,51.895,39.574,9.967,64.051
195.0,31.584,19.336,47.341,37.849,10.116,64.084
195.5,32.816,20.296,48.997,35.879,10.265,64.117
196.0,33.083,21.218,53.009,33.18,10.414,64.15
196.5,32.276,21.187,56.392,30.485,10.52,64.183
197.0,31.457,20.661,56.101,27.792,10.75,64.216
197.5,31.397,20.159,55.361,25.106,11.003,64.248
198.0,32.433,20.624,52.587,22.038,11.255,64.281
198.5,33.477,20.811,49.775,18.658,11.64,64.314
199.0,32.992,20.162,49.986,15.487,11.986,64.347
199.5,30.146,19.408,52.038,12.967,12.235,64.38
200.0,27.972,18.299,51.239,9.3835,12.43,64.413
200.5,27.382,17.519,47.369,5.0108,12.564,64.445
201.0,27.713,17.276,46.991,1.0074,12.878,64.478
201.5,27.351,16.566,47.418,-2.9893,13.236,64.511
202.0,25.934,15.773,45.329,-6.989,13.595,64.544
202.5,25.847,15.097,43.478,-11.03,13.953,64.577
203.0,25.831,14.766,43.479,-13.41,14.312,64.61
203.5,25.051,14.436,44.747,-15.324,14.67,64.642
204.0,24.185,14.043,46.727,-16.679,15.014,64.675
204.5,22.998,13.604,49.277,-18.034,15.148,64.708
205.0,22.077,13.205,49.829,-19.387,15.283,64.741
205.5,21.47,13.42,49.818,-20.56,15.485,64.774
206.0,20.862,12.934,50.377,-21.729,15.688,64.806
206.5,20.208,12.191,50.242,-22.898,15.877,64.839
207.0,19.441,11.451,48.454,-24.067,15.869,64.872
207.5,18.646,10.712,46.71,-25.236,15.829,64.905
208.0,17.779,10.172,47.529,-26.406,15.849,64.938
208.5,17.154,9.7662,49.653,-27.574,15.989,64.964
209.0,16.626,9.3598,51.768,-28.925,16.128,64.988
209.5,15.788,8.9532,52.479,-30.525,16.227,65.014
210.0,14.861,8.5469,52.267,-32.126,16.215,65.04
210.5,13.93,8.1716,51.082,-33.724,16.204,65.066
211.0,12.948,8.0367,49.173,-35.279,16.192,65.092
211.5,12.565,7.8981,47.094,-37.796,16.18,65.118
212.0,12.239,7.7593,49.609,-40.332,16.114,65.144
212.5,11.98,7.6203,53.02,-42.872,15.999,65.17
213.0,11.721,7.4817,55.81,-45.504,15.884,65.196
213.5,11.151,7.3604,58.007,-48.255,15.769,65.223
214.0,10.645,7.2699,58.964,-51.01,15.654,65.249
214.5,10.265,6.9991,57.043,-53.392,15.557,65.275
215.0,9.8738,6.7271,54.097,-54.93,15.531,65.301
215.5,9.7015,6.4553,51.938,-56.736,15.504,65.327
216.0,9.4222,6.1835,51.784,-58.052,15.481,65.353
216.5,8.9431,5.9115,52.231,-59.305,15.465,65.379
217.0,8.6247,5.6834,52.551,-60.556,15.434,65.405
217.5,8.4168,5.6347,52.547,-61.814,15.317,65.431
218.0,8.2026,5.5853,53.057,-62.427,15.2,65.458
218.5,8.4193,5.5357,56.655,-61.823,15.083,65.484
219.0,8.6592,5.4861,61.549,-60.197,15.019,65.51
219.5,8.8993,5.4375,60.912,-58.585,14.967,65.536
220.0,9.0286,5.5051,57.188,-58.166,14.915,65.562
220.5,9.2004,5.654,51.783,-58.161,14.78,65.588
221.0,9.8018,5.9988,50.828,-58.736,14.64,65.614
221.5,10.694,6.4165,52.396,-58.5,14.499,65.64
222.0,11.736,6.8341,51.711,-57.914,14.358,65.666
222.5,12.742,7.1649,51.108,-58.244,14.217,65.693
223.0,13.457,7.3745,46.731,-59.23,14.076,65.719
223.5,14.174,7.5826,48.122,-58.745,14.009,65.745
224.0,14.873,7.9905,50.861,-59.069,13.969,65.771
